word1;word1 definitions;word2;word2 definitions;word1 sound; word2 sound
vaaž';['важенка (трёхгодовалая оленья самка после первого отёла)'];vaarr;['путь м, дорога, поездка, путешествие'];ž';rr
vaaž';['важенка (трёхгодовалая оленья самка после первого отёла)'];vaar'r';['лес'];ž';r'r'
vaj;['может быть, возможно'];vajj;['выкройка'];j;jj
vaj;['может быть, возможно'];vaš'š';['заросли (кустарника)'];j;š'š'
vaj;['может быть, возможно'];paj;['. всегда', 'всё', 'со сравн. ст.', 'только \\[лишь\\]'];v;p
vaj;['может быть, возможно'];raj;['мимо'];v;r
vajj;['выкройка'];vaš'š';['заросли (кустарника)'];jj;š'š'
vajj;['выкройка'];vuujj;['масло', 'топлёный жир (олений, рыбий)'];a;uu
vajj;['выкройка'];vuajj;['можно'];a;ua
vajj;['выкройка'];vuejj;['ручей'];a;ue
vajj;['выкройка'];pajj;['верхний'];v;p
vajj;['выкройка'];sajj;['место', 'место, край, сторона, пункт'];v;s
veeje;['кроить, выкраивать, раскраивать что'];vuaje;['тонуть / утонуть, потонуть, затонуть, идти / пойти ко дну (о чём-л.)'];ee;ua
veeje;['кроить, выкраивать, раскраивать что'];vuuje;['плыть (о ком-л.)', 'плавать (держаться на воде)'];ee;uu
veeje;['кроить, выкраивать, раскраивать что'];vueje;['мочь, быть в состоянии, иметь возможность (что-л. сделать)'];ee;ue
veeje;['кроить, выкраивать, раскраивать что'];vɨje;['ехать'];ee;ɨ
veeje;['кроить, выкраивать, раскраивать что'];veenne;['растягиваться, вытягиваться, удлиняться (постоянно', 'иногда, бывало)'];j;nn
veeje;['кроить, выкраивать, раскраивать что'];veenne;['растягиваться, вытягиваться, удлиняться (постоянно', 'иногда, бывало)'];j;nn
veejjle;['скроить, выкроить, раскроить что (быстро)'];vuajjle;['утонуть, затонуть, погрузиться в воду (быстро - о чём-л.)'];ee;ua
veejjle;['скроить, выкроить, раскроить что (быстро)'];vuujjle;['поплыть (куда-л.)'];ee;uu
veejjle;['скроить, выкроить, раскроить что (быстро)'];vuejjle;['смочь, получить возможность (что-л. сделать быстро)'];ee;ue
veejjle;['скроить, выкроить, раскроить что (быстро)'];vɨjjle;['поехать, уехать'];ee;ɨ
veejne;['кроить, выкраивать, раскраивать что (постоянно', 'иногда, бывало)'];veelne;[];j;l
veejne;['кроить, выкраивать, раскраивать что (постоянно', 'иногда, бывало)'];vuajne;['тонуть, погружаться в воду (о чём-л. - постоянно', 'иногда, бывало)'];ee;ua
veejne;['кроить, выкраивать, раскраивать что (постоянно', 'иногда, бывало)'];vuujne;['плавать (в разных направлениях - постоянно', 'иногда, бывало)'];ee;uu
veejne;['кроить, выкраивать, раскраивать что (постоянно', 'иногда, бывало)'];vɨjne;['ездить (в разных направлениях - постоянно', 'иногда, бывало)'];ee;ɨ
veejne;['кроить, выкраивать, раскраивать что (постоянно', 'иногда, бывало)'];seejne;[];v;s
veejuvve;['страд, к [b]вэ̄йе'];vɨjuvve;[];ee;ɨ
vaajjv;['печаль ж, грусть ж, тоска, боль ж, беспокойство'];vaajjm;['просека'];v;m
vaajjv;['печаль ж, грусть ж, тоска, боль ж, беспокойство'];voajjv;['клин (для распора)'];aa;oa
vaajjv;['печаль ж, грусть ж, тоска, боль ж, беспокойство'];vuejjv;['голова', 'перен. голова, ум, рассудок', 'перен. руководитель м, начальник'];aa;ue
vaajjv;['печаль ж, грусть ж, тоска, боль ж, беспокойство'];kaajjv;['родник, ключ'];v;k
vaajjm;['просека'];vaal'l'm;['плечо (оленя)'];jj;l'l'
vaajjm;['просека'];kaajjm;['тёзка'];v;k
vaajjm;['просека'];saajjm;['сеть ж, сетка (для ловли рыбы или птиц)', 'спорт. сетка'];v;s
vaajjmluvve;['то же, что [b]ва̄йймлассьтэ'];saajjmluvve;['обзавестись сетью, купить сеть'];v;s
vaajjmluvve;['то же, что [b]ва̄йймлассьтэ'];saajjmluvve;['обзавестись сетью, купить сеть'];v;s
